lam,lr,kfac,dfac,beta,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0.001,0.0001,5,100,0.6,"[0.1912, 0.004]","[0.0927, 0.0028]","[0.0892, 0.0024]","[0.0863, 0.0021]","[0.0946, 0.0037]","[0.0734, 0.0015]","[0.0926, 0.0029]","[0.0977, 0.004]","[0.1359, 0.0047]","[0.1685, 0.0052]","[0.0524, 0.0028]","[0.3149, 0.0066]"
0.001,0.001,5,100,0.6,"[0.1917, 0.004]","[0.093, 0.0028]","[0.0899, 0.0024]","[0.0866, 0.0021]","[0.0954, 0.0037]","[0.0741, 0.0015]","[0.0945, 0.0029]","[0.0967, 0.0039]","[0.1349, 0.0046]","[0.168, 0.0051]","[0.0526, 0.0028]","[0.3154, 0.0066]"
0.001,0.01,5,100,0.6,"[0.1888, 0.004]","[0.0889, 0.0027]","[0.0864, 0.0023]","[0.0832, 0.0021]","[0.0944, 0.0037]","[0.0713, 0.0014]","[0.0919, 0.0029]","[0.0951, 0.0039]","[0.1339, 0.0047]","[0.1664, 0.0052]","[0.054, 0.0029]","[0.3112, 0.0066]"
0.001,0.005,5,100,0.6,"[0.1895, 0.004]","[0.0886, 0.0028]","[0.0864, 0.0023]","[0.0835, 0.0021]","[0.0945, 0.0037]","[0.0719, 0.0014]","[0.0915, 0.0029]","[0.0952, 0.0039]","[0.1337, 0.0047]","[0.1667, 0.0051]","[0.0536, 0.0029]","[0.3127, 0.0066]"
1e-05,0.0001,5,100,0.6,"[0.1911, 0.004]","[0.092, 0.0028]","[0.0885, 0.0024]","[0.0861, 0.0022]","[0.0948, 0.0037]","[0.0733, 0.0015]","[0.0927, 0.0029]","[0.0973, 0.004]","[0.1344, 0.0046]","[0.1683, 0.0052]","[0.0528, 0.0028]","[0.3153, 0.0066]"
1e-05,0.001,5,100,0.6,"[0.1919, 0.004]","[0.0931, 0.0028]","[0.0889, 0.0024]","[0.0866, 0.0022]","[0.0952, 0.0037]","[0.0738, 0.0015]","[0.0944, 0.0029]","[0.0973, 0.0039]","[0.1348, 0.0047]","[0.1691, 0.0052]","[0.0533, 0.0028]","[0.3155, 0.0066]"
1e-05,0.01,5,100,0.6,"[0.1915, 0.0039]","[0.0913, 0.0028]","[0.0886, 0.0023]","[0.0864, 0.0021]","[0.0963, 0.0037]","[0.0737, 0.0014]","[0.0929, 0.0029]","[0.0963, 0.0039]","[0.1344, 0.0046]","[0.1682, 0.0051]","[0.0534, 0.0028]","[0.3159, 0.0065]"
1e-05,0.005,5,100,0.6,"[0.1893, 0.004]","[0.0887, 0.0027]","[0.0863, 0.0023]","[0.0843, 0.0021]","[0.0924, 0.0036]","[0.0725, 0.0014]","[0.0922, 0.0029]","[0.0942, 0.0038]","[0.1333, 0.0046]","[0.1668, 0.0051]","[0.0521, 0.0028]","[0.3128, 0.0065]"
0.0001,0.0001,7,100,0.6,"[0.1926, 0.004]","[0.0928, 0.0028]","[0.09, 0.0024]","[0.087, 0.0022]","[0.0968, 0.0037]","[0.0736, 0.0015]","[0.0942, 0.003]","[0.0983, 0.004]","[0.1366, 0.0047]","[0.1698, 0.0052]","[0.0547, 0.0029]","[0.3165, 0.0066]"
0.0001,0.001,7,100,0.6,"[0.1933, 0.0041]","[0.0936, 0.0029]","[0.0899, 0.0024]","[0.0874, 0.0022]","[0.0955, 0.0037]","[0.0744, 0.0015]","[0.0945, 0.0029]","[0.0981, 0.004]","[0.1367, 0.0048]","[0.1706, 0.0053]","[0.0534, 0.0029]","[0.3162, 0.0066]"
0.0001,0.01,7,100,0.6,"[0.1892, 0.0039]","[0.0918, 0.0028]","[0.0891, 0.0024]","[0.0859, 0.0021]","[0.0947, 0.0037]","[0.0733, 0.0015]","[0.0931, 0.0028]","[0.0951, 0.0038]","[0.1337, 0.0046]","[0.1656, 0.0051]","[0.052, 0.0028]","[0.3082, 0.0064]"
0.0001,0.005,7,100,0.6,"[0.1894, 0.004]","[0.0891, 0.0027]","[0.0869, 0.0023]","[0.0845, 0.0021]","[0.0922, 0.0036]","[0.0722, 0.0014]","[0.0918, 0.0029]","[0.095, 0.0039]","[0.1332, 0.0046]","[0.1676, 0.0052]","[0.0525, 0.0028]","[0.3122, 0.0065]"
0.001,0.0001,7,100,0.6,"[0.1924, 0.004]","[0.0932, 0.0029]","[0.0898, 0.0024]","[0.0869, 0.0022]","[0.0963, 0.0037]","[0.0737, 0.0015]","[0.0939, 0.0029]","[0.0985, 0.004]","[0.1362, 0.0047]","[0.1696, 0.0052]","[0.0543, 0.0029]","[0.3164, 0.0066]"
0.001,0.001,7,100,0.6,"[0.1926, 0.004]","[0.0928, 0.0028]","[0.0895, 0.0024]","[0.0874, 0.0022]","[0.0959, 0.0037]","[0.0745, 0.0015]","[0.0935, 0.0029]","[0.0973, 0.0039]","[0.135, 0.0047]","[0.1696, 0.0052]","[0.0531, 0.0028]","[0.3173, 0.0066]"
0.001,0.01,7,100,0.6,"[0.1894, 0.004]","[0.0894, 0.0027]","[0.086, 0.0023]","[0.083, 0.002]","[0.0926, 0.0037]","[0.0715, 0.0014]","[0.0909, 0.0029]","[0.0962, 0.0039]","[0.134, 0.0047]","[0.1667, 0.0052]","[0.053, 0.0029]","[0.313, 0.0066]"
0.001,0.005,7,100,0.6,"[0.1878, 0.004]","[0.0877, 0.0027]","[0.0853, 0.0023]","[0.0825, 0.0021]","[0.0904, 0.0036]","[0.0712, 0.0014]","[0.0903, 0.0029]","[0.0948, 0.0039]","[0.1321, 0.0046]","[0.1644, 0.0051]","[0.0517, 0.0028]","[0.3101, 0.0066]"
1e-05,0.0001,7,100,0.6,"[0.1923, 0.004]","[0.0933, 0.0028]","[0.0902, 0.0024]","[0.0873, 0.0022]","[0.0959, 0.0037]","[0.0738, 0.0015]","[0.0938, 0.0029]","[0.098, 0.004]","[0.1365, 0.0047]","[0.1706, 0.0052]","[0.0541, 0.0029]","[0.3159, 0.0066]"
1e-05,0.001,7,100,0.6,"[0.1925, 0.004]","[0.0931, 0.0029]","[0.0894, 0.0024]","[0.0872, 0.0022]","[0.0958, 0.0037]","[0.0742, 0.0015]","[0.0943, 0.0029]","[0.0971, 0.0039]","[0.1351, 0.0047]","[0.1704, 0.0052]","[0.0536, 0.0029]","[0.3173, 0.0066]"
1e-05,0.01,7,100,0.6,"[0.1913, 0.004]","[0.0911, 0.0028]","[0.0885, 0.0023]","[0.0856, 0.0021]","[0.0945, 0.0037]","[0.0732, 0.0014]","[0.0918, 0.0029]","[0.0959, 0.0039]","[0.1356, 0.0046]","[0.1688, 0.0051]","[0.0525, 0.0028]","[0.3154, 0.0065]"
1e-05,0.005,7,100,0.6,"[0.1884, 0.004]","[0.0883, 0.0027]","[0.0853, 0.0023]","[0.0832, 0.0021]","[0.0932, 0.0036]","[0.0718, 0.0014]","[0.092, 0.0029]","[0.0944, 0.0039]","[0.1303, 0.0045]","[0.1648, 0.0051]","[0.0525, 0.0028]","[0.3112, 0.0065]"
0.0001,0.0001,3,200,0.6,"[0.1923, 0.004]","[0.0927, 0.0028]","[0.0893, 0.0024]","[0.0864, 0.0022]","[0.0966, 0.0037]","[0.0742, 0.0015]","[0.0942, 0.003]","[0.0971, 0.0039]","[0.1341, 0.0046]","[0.1673, 0.0052]","[0.0532, 0.0028]","[0.3174, 0.0066]"
0.0001,0.001,3,200,0.6,"[0.1937, 0.004]","[0.0928, 0.0029]","[0.0899, 0.0024]","[0.0871, 0.0022]","[0.097, 0.0038]","[0.0747, 0.0015]","[0.0944, 0.003]","[0.0961, 0.0039]","[0.1346, 0.0046]","[0.1674, 0.0051]","[0.0538, 0.0029]","[0.3182, 0.0066]"
0.0001,0.01,3,200,0.6,"[0.193, 0.004]","[0.0923, 0.0028]","[0.0888, 0.0024]","[0.0867, 0.0021]","[0.0965, 0.0037]","[0.074, 0.0015]","[0.0939, 0.003]","[0.098, 0.004]","[0.1368, 0.0047]","[0.1708, 0.0052]","[0.0544, 0.0029]","[0.3183, 0.0066]"
0.0001,0.005,3,200,0.6,"[0.1928, 0.004]","[0.0948, 0.0029]","[0.091, 0.0024]","[0.088, 0.0022]","[0.0978, 0.0037]","[0.0746, 0.0015]","[0.0953, 0.0029]","[0.0973, 0.0039]","[0.1355, 0.0046]","[0.1688, 0.0051]","[0.0538, 0.0028]","[0.3158, 0.0065]"
0.001,0.0001,3,200,0.6,"[0.1925, 0.004]","[0.0931, 0.0029]","[0.0901, 0.0024]","[0.0864, 0.0022]","[0.0958, 0.0037]","[0.0742, 0.0015]","[0.0934, 0.0029]","[0.0972, 0.0039]","[0.1354, 0.0046]","[0.1678, 0.0052]","[0.0527, 0.0028]","[0.3173, 0.0066]"
0.001,0.001,3,200,0.6,"[0.1918, 0.004]","[0.0929, 0.0029]","[0.09, 0.0025]","[0.087, 0.0022]","[0.0966, 0.0038]","[0.0741, 0.0015]","[0.0932, 0.0029]","[0.0965, 0.0039]","[0.1344, 0.0046]","[0.1681, 0.0052]","[0.054, 0.0029]","[0.3163, 0.0066]"
0.001,0.01,3,200,0.6,"[0.1928, 0.004]","[0.0923, 0.0028]","[0.0886, 0.0024]","[0.0861, 0.0021]","[0.097, 0.0037]","[0.0737, 0.0015]","[0.0939, 0.0029]","[0.0972, 0.0039]","[0.1345, 0.0047]","[0.168, 0.0052]","[0.0536, 0.0028]","[0.317, 0.0066]"
0.001,0.005,3,200,0.6,"[0.1922, 0.004]","[0.0915, 0.0028]","[0.0882, 0.0024]","[0.0856, 0.0021]","[0.0951, 0.0037]","[0.0737, 0.0015]","[0.0939, 0.0029]","[0.0964, 0.0039]","[0.1333, 0.0046]","[0.1673, 0.0051]","[0.0531, 0.0028]","[0.3173, 0.0066]"
1e-05,0.0001,3,200,0.6,"[0.1925, 0.004]","[0.0934, 0.0029]","[0.0903, 0.0024]","[0.087, 0.0022]","[0.0964, 0.0038]","[0.0745, 0.0015]","[0.095, 0.003]","[0.0973, 0.0039]","[0.135, 0.0046]","[0.1681, 0.0051]","[0.0531, 0.0028]","[0.3169, 0.0066]"
1e-05,0.001,3,200,0.6,"[0.1934, 0.004]","[0.0926, 0.0029]","[0.0894, 0.0024]","[0.0865, 0.0022]","[0.0968, 0.0038]","[0.0744, 0.0015]","[0.094, 0.003]","[0.0969, 0.0039]","[0.1349, 0.0046]","[0.168, 0.0052]","[0.0539, 0.0029]","[0.3187, 0.0066]"
1e-05,0.01,3,200,0.6,"[0.1951, 0.004]","[0.0942, 0.0029]","[0.0913, 0.0024]","[0.0884, 0.0022]","[0.0991, 0.0038]","[0.0752, 0.0015]","[0.0952, 0.0029]","[0.097, 0.0039]","[0.1367, 0.0047]","[0.1705, 0.0052]","[0.0541, 0.0029]","[0.3205, 0.0065]"
1e-05,0.005,3,200,0.6,"[0.1936, 0.0039]","[0.0935, 0.0028]","[0.0908, 0.0024]","[0.0882, 0.0021]","[0.0981, 0.0037]","[0.0751, 0.0015]","[0.0947, 0.0029]","[0.0974, 0.0039]","[0.1355, 0.0047]","[0.17, 0.0051]","[0.0536, 0.0028]","[0.3179, 0.0065]"
0.0001,0.0001,5,200,0.6,"[0.194, 0.004]","[0.0941, 0.0029]","[0.0902, 0.0024]","[0.0876, 0.0022]","[0.0961, 0.0038]","[0.0748, 0.0015]","[0.0946, 0.003]","[0.099, 0.004]","[0.1369, 0.0047]","[0.1702, 0.0052]","[0.0537, 0.0029]","[0.3198, 0.0066]"
0.0001,0.001,5,200,0.6,"[0.1912, 0.004]","[0.0931, 0.0028]","[0.0898, 0.0024]","[0.0869, 0.0022]","[0.0981, 0.0038]","[0.0738, 0.0015]","[0.0944, 0.0029]","[0.0959, 0.0039]","[0.1331, 0.0045]","[0.1665, 0.0051]","[0.0536, 0.0028]","[0.3116, 0.0064]"
0.0001,0.01,5,200,0.6,"[0.1875, 0.0038]","[0.0937, 0.0029]","[0.0898, 0.0024]","[0.0869, 0.0022]","[0.0982, 0.0038]","[0.0736, 0.0015]","[0.0937, 0.0028]","[0.094, 0.0038]","[0.1311, 0.0045]","[0.1638, 0.005]","[0.0525, 0.0028]","[0.3046, 0.0063]"
0.0001,0.005,5,200,0.6,"[0.1901, 0.0039]","[0.094, 0.0028]","[0.0906, 0.0024]","[0.0873, 0.0022]","[0.0963, 0.0037]","[0.0738, 0.0015]","[0.0952, 0.0029]","[0.0954, 0.0038]","[0.1325, 0.0045]","[0.1649, 0.005]","[0.0521, 0.0027]","[0.3077, 0.0063]"
0.001,0.0001,5,200,0.6,"[0.1942, 0.0041]","[0.0932, 0.0028]","[0.0905, 0.0025]","[0.0876, 0.0022]","[0.096, 0.0038]","[0.0745, 0.0015]","[0.0941, 0.003]","[0.0985, 0.004]","[0.1374, 0.0047]","[0.1705, 0.0053]","[0.0538, 0.0029]","[0.3192, 0.0066]"
0.001,0.001,5,200,0.6,"[0.188, 0.0039]","[0.0939, 0.0029]","[0.0904, 0.0024]","[0.0868, 0.0022]","[0.0963, 0.0037]","[0.0738, 0.0015]","[0.0931, 0.0029]","[0.0936, 0.0038]","[0.1295, 0.0044]","[0.1617, 0.0049]","[0.0514, 0.0027]","[0.3049, 0.0063]"
0.001,0.01,5,200,0.6,"[0.1904, 0.004]","[0.0905, 0.0028]","[0.0872, 0.0023]","[0.0845, 0.0021]","[0.0944, 0.0037]","[0.0727, 0.0014]","[0.0933, 0.0029]","[0.0961, 0.0039]","[0.1337, 0.0047]","[0.1666, 0.0051]","[0.0532, 0.0029]","[0.314, 0.0066]"
0.001,0.005,5,200,0.6,"[0.1881, 0.0039]","[0.0931, 0.0029]","[0.0882, 0.0024]","[0.0848, 0.0021]","[0.0965, 0.0037]","[0.0723, 0.0014]","[0.0936, 0.0028]","[0.096, 0.0038]","[0.1309, 0.0045]","[0.1623, 0.005]","[0.0538, 0.0028]","[0.3058, 0.0063]"
1e-05,0.0001,5,200,0.6,"[0.1939, 0.004]","[0.094, 0.0029]","[0.0901, 0.0024]","[0.0871, 0.0022]","[0.0967, 0.0037]","[0.0745, 0.0015]","[0.0944, 0.0029]","[0.0991, 0.004]","[0.1368, 0.0047]","[0.1697, 0.0053]","[0.0542, 0.0029]","[0.3195, 0.0066]"
1e-05,0.001,5,200,0.6,"[0.1918, 0.004]","[0.0938, 0.0029]","[0.091, 0.0025]","[0.087, 0.0022]","[0.0978, 0.0038]","[0.0738, 0.0015]","[0.0959, 0.0029]","[0.0959, 0.0038]","[0.1343, 0.0046]","[0.1656, 0.005]","[0.0539, 0.0028]","[0.3126, 0.0064]"
1e-05,0.01,5,200,0.6,"[0.1904, 0.0039]","[0.0934, 0.0029]","[0.0903, 0.0024]","[0.0873, 0.0022]","[0.0952, 0.0037]","[0.0736, 0.0015]","[0.0935, 0.0028]","[0.0965, 0.0039]","[0.134, 0.0046]","[0.1673, 0.0051]","[0.0521, 0.0028]","[0.3094, 0.0064]"
1e-05,0.005,5,200,0.6,"[0.1899, 0.0039]","[0.0934, 0.0028]","[0.0898, 0.0024]","[0.087, 0.0021]","[0.0978, 0.0037]","[0.0736, 0.0015]","[0.0939, 0.0029]","[0.0958, 0.0038]","[0.1326, 0.0045]","[0.1662, 0.0051]","[0.053, 0.0028]","[0.3084, 0.0064]"
0.0001,0.0001,7,200,0.6,"[0.1955, 0.0041]","[0.0952, 0.0029]","[0.0917, 0.0025]","[0.0884, 0.0022]","[0.0981, 0.0038]","[0.0748, 0.0015]","[0.0961, 0.003]","[0.0997, 0.004]","[0.1388, 0.0048]","[0.1721, 0.0053]","[0.0548, 0.0029]","[0.3202, 0.0067]"
0.0001,0.001,7,200,0.6,"[0.1898, 0.0039]","[0.0933, 0.0028]","[0.0892, 0.0024]","[0.0867, 0.0021]","[0.0966, 0.0038]","[0.0732, 0.0015]","[0.0957, 0.0029]","[0.096, 0.0038]","[0.1326, 0.0045]","[0.1649, 0.005]","[0.0527, 0.0028]","[0.3079, 0.0063]"
0.0001,0.01,7,200,0.6,"[0.1866, 0.0039]","[0.0916, 0.0028]","[0.0887, 0.0024]","[0.0863, 0.0022]","[0.0981, 0.0038]","[0.0728, 0.0015]","[0.093, 0.0028]","[0.0931, 0.0038]","[0.128, 0.0044]","[0.1611, 0.005]","[0.053, 0.0028]","[0.3016, 0.0062]"
0.0001,0.005,7,200,0.6,"[0.1875, 0.0039]","[0.0929, 0.0028]","[0.0898, 0.0024]","[0.0866, 0.0022]","[0.0975, 0.0037]","[0.0733, 0.0015]","[0.0946, 0.0029]","[0.0945, 0.0038]","[0.1302, 0.0044]","[0.1618, 0.0049]","[0.0525, 0.0027]","[0.3044, 0.0063]"
0.001,0.0001,7,200,0.6,"[0.1954, 0.004]","[0.0951, 0.0029]","[0.0916, 0.0025]","[0.0881, 0.0022]","[0.098, 0.0038]","[0.075, 0.0015]","[0.0951, 0.003]","[0.0997, 0.004]","[0.1393, 0.0047]","[0.1725, 0.0053]","[0.0543, 0.0029]","[0.3207, 0.0066]"
0.001,0.001,7,200,0.6,"[0.1885, 0.0039]","[0.0942, 0.0029]","[0.0909, 0.0025]","[0.0871, 0.0022]","[0.098, 0.0038]","[0.0732, 0.0015]","[0.0938, 0.0029]","[0.0954, 0.0038]","[0.1328, 0.0046]","[0.1633, 0.005]","[0.0528, 0.0028]","[0.3045, 0.0064]"
0.001,0.01,7,200,0.6,"[0.1861, 0.0039]","[0.0923, 0.0028]","[0.0878, 0.0024]","[0.085, 0.0021]","[0.0966, 0.0037]","[0.0719, 0.0014]","[0.0929, 0.0029]","[0.0946, 0.0038]","[0.129, 0.0044]","[0.1622, 0.005]","[0.0523, 0.0028]","[0.3024, 0.0063]"
0.001,0.005,7,200,0.6,"[0.1858, 0.0039]","[0.0906, 0.0028]","[0.0869, 0.0024]","[0.0837, 0.0021]","[0.096, 0.0038]","[0.0717, 0.0015]","[0.0921, 0.0029]","[0.0932, 0.0038]","[0.1284, 0.0045]","[0.1606, 0.005]","[0.0529, 0.0029]","[0.3027, 0.0063]"
1e-05,0.0001,7,200,0.6,"[0.1954, 0.0041]","[0.095, 0.0029]","[0.0912, 0.0025]","[0.0884, 0.0022]","[0.0977, 0.0038]","[0.0746, 0.0015]","[0.0959, 0.003]","[0.1, 0.004]","[0.1384, 0.0047]","[0.1728, 0.0053]","[0.0548, 0.0029]","[0.3195, 0.0066]"
1e-05,0.001,7,200,0.6,"[0.1875, 0.0039]","[0.0934, 0.0029]","[0.0899, 0.0024]","[0.0866, 0.0022]","[0.0971, 0.0038]","[0.0732, 0.0015]","[0.0925, 0.0028]","[0.0937, 0.0038]","[0.1304, 0.0045]","[0.1623, 0.005]","[0.0516, 0.0027]","[0.3051, 0.0063]"
1e-05,0.01,7,200,0.6,"[0.188, 0.0039]","[0.0932, 0.0028]","[0.0894, 0.0024]","[0.0864, 0.0022]","[0.0971, 0.0037]","[0.0732, 0.0015]","[0.0934, 0.0028]","[0.0946, 0.0038]","[0.1298, 0.0044]","[0.1626, 0.005]","[0.0527, 0.0028]","[0.3058, 0.0063]"
1e-05,0.005,7,200,0.6,"[0.1892, 0.0039]","[0.0931, 0.0028]","[0.0897, 0.0024]","[0.0867, 0.0021]","[0.0987, 0.0037]","[0.0737, 0.0015]","[0.0945, 0.0029]","[0.0952, 0.0038]","[0.1313, 0.0045]","[0.1636, 0.005]","[0.0542, 0.0028]","[0.3057, 0.0063]"
